control_domain,control_title,control_id,control_specification,control_type,genai_ops_processing_infrastructure_pi,model,orchestrated_services,application,is_relevant_phys,is_relevant_network,is_relevant_compute,is_relevant_storage,is_relevant_app,is_relevant_data,preparation_relevance,development_relevance,evaluation_validation_relevance,deployment_relevance,delivery_relevance,service_retirement_relevance,threat_model_manipulation,threat_data_poisoning,threat_sensitive_data_disclosure,threat_model_theft,threat_model_service_failure_malfunctioning,threat_insecure_supply_chain,threat_insecure_apps_plugins,threat_denial_of_service_dos,threat_loss_of_governance_compliance,relevant_stack_components,relevant_threat_categories,has_deployment_relevance,has_delivery_relevance,has_service_retirement_relevance,is_ai_specific,is_cloud_specific,is_cloud_and_ai_related
Data Security and Privacy Lifecycle Management,Disclosure of Data Sub-processors,DSP-14,"Define, implement and evaluate processes, procedures and technical measures to disclose the details of any personal or sensitive data access by sub-processors to the data owner prior to initiation of that processing.",Cloud & AI Related,Owned by the Customer (AIC),Owned by the Customer (AIC),Owned by the Customer (AIC),Owned by the Customer (AIC),False,False,False,False,True,True,"Resource provisioning, Team and expertise","Design, Guardrails","Evaluation, Validation/Red Teaming","Orchestration, AI Services supply chain","Operations, Maintenance, Continuous monitoring",Data deletion,False,False,True,False,False,True,True,False,False,"App, Data","Sensitive data disclosure, Insecure supply chain, Insecure apps/plugins",True,True,True,False,False,True
Data Security and Privacy Lifecycle Management,Limitation of Production Data Use,DSP-15,"Obtain authorization from data owners, and manage associated risk before replicating or using production data in non-production environments.",Cloud & AI Related,Owned by the Customer (AIC),Owned by the Customer (AIC),Owned by the Customer (AIC),Owned by the Customer (AIC),False,False,True,True,True,True,Team and expertise,"Design, Guardrails","Evaluation, Validation/Red Teaming","Orchestration, AI Services supply chain","Operations, Maintenance, Continuous monitoring","Data deletion, Archiving",False,False,True,False,False,True,True,False,True,"Compute, Storage, App, Data","Sensitive data disclosure, Insecure supply chain, Insecure apps/plugins, Loss of governance/compliance",True,True,True,False,False,True
Data Security and Privacy Lifecycle Management,Data Retention and Deletion,DSP-16,"Data retention, archiving and deletion is managed in accordance with business requirements, applicable laws and regulations.",Cloud & AI Related,Owned by the Customer (AIC),Owned by the Customer (AIC),Owned by the Customer (AIC),Owned by the Customer (AIC),False,False,False,False,True,True,"Data collection, Data storage","Design, Guardrails","Evaluation, Validation/Red Teaming","Orchestration, AI Services supply chain","Operations, Maintenance, Continuous monitoring","Archiving, Data deletion",False,False,True,False,True,True,True,False,True,"App, Data","Sensitive data disclosure, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Loss of governance/compliance",True,True,True,False,False,True
Data Security and Privacy Lifecycle Management,Sensitive Data Protection,DSP-17,"Define and implement, processes, procedures and technical measures to protect sensitive data throughout its lifecycle.",Cloud & AI Related,Owned by the Customer (AIC),Owned by the Customer (AIC),Owned by the Customer (AIC),Owned by the Customer (AIC),False,True,True,True,True,True,"Data collection, Data storage","Design, Guardrails","Evaluation, Validation/Red Teaming","Orchestration, AI Services supply chain","Operations, Maintenance, Continuous monitoring","Data deletion, Archiving",False,False,True,False,True,True,True,False,True,"Network, Compute, Storage, App, Data","Sensitive data disclosure, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Loss of governance/compliance",True,True,True,False,False,True
Data Security and Privacy Lifecycle Management,Disclosure Notification,DSP-18,The providers should implement and describe to customers the procedure to manage and respond to requests for disclosure of Personal Data by Law Enforcement Authorities according to applicable laws and regulations.,Cloud & AI Related,Owned by the Cloud Service Provider (CSP),Owned by the Cloud Service Provider (CSP),Owned by the Cloud Service Provider (CSP),Owned by the Cloud Service Provider (CSP),False,False,False,False,True,True,Team and expertise,"Design, Guardrails","Evaluation, Validation/Red Teaming","Orchestration, AI Services supply chain","Operations, Maintenance, Continuous monitoring","Data deletion, Archiving",False,False,True,False,False,True,True,False,True,"App, Data","Sensitive data disclosure, Insecure supply chain, Insecure apps/plugins, Loss of governance/compliance",True,True,True,False,False,True
Data Security and Privacy Lifecycle Management,Data Location,DSP-19,"Define and implement, processes, procedures and technical measures to specify and document the physical locations of data, including any locations in which data is processed or backed up.",Cloud & AI Related,Owned by the Customer (AIC),Owned by the Customer (AIC),Owned by the Customer (AIC),Owned by the Customer (AIC),True,True,False,True,False,True,"Data collection, Data storage, Resource provisioning","Design, Guardrails","Evaluation, Validation/Red Teaming","Orchestration, AI Services supply chain","Operations, Maintenance, Continuous monitoring","Data deletion, Archiving",False,False,True,False,True,True,False,False,True,"Phys, Network, Storage, Data","Sensitive data disclosure, Model/Service Failure/Malfunctioning, Insecure supply chain, Loss of governance/compliance",True,True,True,False,False,True
Data Security and Privacy Lifecycle Management,Data Provenance and Transparency,DSP-20,"Define, implement and evaluate processes, procedures and technical measures to: 1) Document and trace data sources, and 2) Make the data source available according to legal and regulatory requirements",Cloud & AI Related,Shared across the supply chain,Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Shared Application Provider-AI Customer (Shared AP-AIC),False,True,True,True,True,True,"Data collection, Data curation, Data storage",Design,Validation/Red Teaming,Orchestration,"Operations, Continuous improvement","Archiving, Data deletion",False,True,True,False,True,True,True,False,True,"Network, Compute, Storage, App, Data","Data poisoning, Sensitive data disclosure, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Loss of governance/compliance",True,True,True,False,False,True
Data Security and Privacy Lifecycle Management,Data Poisoning Prevention & Detection,DSP-21,"Define, implement and evaluate processes, procedures and technical measures to prevent data poisoning in AI models and continuously detect such.",AI-Specific,Shared across the supply chain,Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Shared Application Provider-AI Customer (Shared AP-AIC),False,True,True,True,True,True,"Data collection, Data curation","Training, Supply Chain","Validation/Red Teaming, Re-evaluation",AI Services supply chain,Continuous improvement,,False,True,False,False,True,True,False,False,True,"Network, Compute, Storage, App, Data","Data poisoning, Model/Service Failure/Malfunctioning, Insecure supply chain, Loss of governance/compliance",True,True,False,True,False,False
Data Security and Privacy Lifecycle Management,Privacy Enhancing Technologies,DSP-22,"Use Privacy Enhancing Technologies for training data, informed by risk and privacy impact analysis and business use cases.",AI-Specific,Shared across the supply chain,Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Shared Application Provider-AI Customer (Shared AP-AIC),False,True,True,True,True,True,"Data collection, Data storage","Design, Training",Validation/Red Teaming,"AI Services supply chain, AI applications","Operations, Continuous improvement",,False,False,True,False,False,True,True,False,True,"Network, Compute, Storage, App, Data","Sensitive data disclosure, Insecure supply chain, Insecure apps/plugins, Loss of governance/compliance",True,True,False,True,False,False
Data Security and Privacy Lifecycle Management,Data Integrity Check,DSP-23,"Regularly validate the consistency and conformity of training, fine-tuning or augmentation data. Implement dataset versioning to ensure traceability and enforce restrictions to prevent unauthorized changes.",AI-Specific,Owned by the Customer (AIC),Owned by the Customer (AIC),Owned by the Customer (AIC),Owned by the Customer (AIC),False,False,True,True,True,True,"Data curation, Data storage","Training, Guardrails",Validation/Red Teaming,"Orchestration, AI Services supply chain","Operations, Continuous monitoring","Data deletion, Archiving",True,True,False,False,True,True,False,False,True,"Compute, Storage, App, Data","Model manipulation, Data poisoning, Model/Service Failure/Malfunctioning, Insecure supply chain, Loss of governance/compliance",True,True,True,True,False,False
Data Security and Privacy Lifecycle Management,Data Differentiation and Relevance,DSP-24,Ensure training-data differentiation and relevance to the intended use of the AI Model.,AI-Specific,Owned by the Customer (AIC),Owned by the Customer (AIC),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Owned by the Customer (AIC),False,False,True,True,True,True,"Data collection, Data storage, Data curation","Design, Training, Guardrails","Evaluation, Validation/Red Teaming, Re-evaluation","Orchestration, AI Services supply chain, AI applications","Operations, Continuous monitoring, Continuous improvement","Data deletion, Archiving",False,True,False,False,True,False,False,False,True,"Compute, Storage, App, Data","Data poisoning, Model/Service Failure/Malfunctioning, Loss of governance/compliance",True,True,True,True,False,False
"Governance, Risk and Compliance",Governance Program Policy and Procedures,GRC-01,"Establish, document, approve, communicate, apply, evaluate and maintain policies and procedures for an information governance program, which is sponsored by the leadership of the organization and related to AI systems as well. Review and update the policies and procedures at least annually.",Cloud & AI Related,Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Owned by the Model Provider (MP),Owned by the Orchestrated Service Provider (OSP),Owned by the Customer (AIC),False,False,False,True,True,True,Team and expertise,Guardrails,"Evaluation, Validation/Red Teaming","Orchestration, AI Services supply chain","Operations, Continuous monitoring, Continuous improvement","Archiving, Data deletion",False,False,True,False,False,True,False,False,True,"Storage, App, Data","Sensitive data disclosure, Insecure supply chain, Loss of governance/compliance",True,True,True,False,False,True
